"","Term","ProbAbstract","ProbConcrete","Classification","Jitter"
"depredations","depredations",0.964674972699241,0.0353250273007588,"abstract",0.07835
"softening","softening",0.964723688144448,0.0352763118555516,"abstract",0.24337
"gum","gum",0.964767049854679,0.0352329501453206,"abstract",0.8613
"vibrations","vibrations",0.964837594852865,0.0351624051471348,"abstract",0.68538
"screen","screen",0.964875697669081,0.0351243023309188,"abstract",0.18579
"palate","palate",0.964913556955944,0.0350864430440561,"abstract",0.78789
"eon","eon",0.964940246940868,0.0350597530591321,"abstract",0.68572
"lost","lost",0.964942060329385,0.0350579396706149,"abstract",0.76718
"posterity","posterity",0.964962925773233,0.0350370742267673,"abstract",0.209
"omen","omen",0.964965823447546,0.0350341765524537,"abstract",0.79295
"conclave","conclave",0.964996926025479,0.0350030739745211,"abstract",0.5521
"exertions","exertions",0.96502969251043,0.03497030748957,"abstract",0.76548
"slough","slough",0.965032031792785,0.0349679682072151,"abstract",0.85293
"deposit","deposit",0.965045785957465,0.0349542140425349,"abstract",0.60707
"appalling","appalling",0.965068441441164,0.0349315585588363,"abstract",0.49222
"nakedness","nakedness",0.965088749207234,0.0349112507927664,"abstract",0.60584
"minions","minions",0.965099408000167,0.0349005919998332,"abstract",0.94081
"brats","brats",0.965144423174095,0.0348555768259048,"abstract",0.17767
"settler","settler",0.9652479999075,0.0347520000925004,"abstract",0.40427
"failing","failing",0.965344374577752,0.034655625422248,"abstract",0.96307
"ditty","ditty",0.965412299769957,0.0345877002300435,"abstract",0.56241
"fruition","fruition",0.965436103791947,0.0345638962080533,"abstract",0.55207
"cambric","cambric",0.965456135807113,0.0345438641928872,"abstract",0.98713
"overtures","overtures",0.965459375936826,0.034540624063174,"abstract",0.00902
"falter","falter",0.96548020819692,0.0345197918030803,"abstract",0.71299
"jam","jam",0.965489491436492,0.0345105085635084,"abstract",0.57266
"favourite","favourite",0.965557445322618,0.0344425546773824,"abstract",0.6041
"chine","chine",0.965572162578934,0.0344278374210662,"abstract",0.0956
"raisin","raisin",0.965582910384659,0.0344170896153409,"abstract",0.83507
"til","til",0.965588260303381,0.0344117396966191,"abstract",0.61723
"whiles","whiles",0.965669873450817,0.0343301265491832,"abstract",0.42847
"paws","paws",0.965729613469109,0.0342703865308913,"abstract",0.14394
"palm","palm",0.96580571285043,0.0341942871495702,"abstract",0.52842
"care","care",0.965839328297842,0.034160671702158,"abstract",0.11041
"giant","giant",0.965904377285021,0.0340956227149786,"abstract",0.73235
"appeals","appeals",0.965927535763078,0.0340724642369221,"abstract",0.56292
"matchless","matchless",0.966005251009846,0.0339947489901536,"abstract",0.61816
"cassock","cassock",0.96601246633894,0.0339875336610599,"abstract",0.66885
"cures","cures",0.96602510388536,0.0339748961146401,"abstract",0.92757
"brilliancy","brilliancy",0.966066122650281,0.033933877349719,"abstract",0.0372
"il","il",0.966158354486915,0.0338416455130849,"abstract",0.61552
"theory","theory",0.966198461376045,0.0338015386239547,"abstract",0.67146
"movement","movement",0.966227994756539,0.0337720052434609,"abstract",0.41768
"unbelief","unbelief",0.966235819553867,0.0337641804461328,"abstract",0.55019
"backs","backs",0.966245624140879,0.0337543758591211,"abstract",0.85698
"squadron","squadron",0.966251998977923,0.0337480010220766,"abstract",0.25308
"iceberg","iceberg",0.966358733077845,0.0336412669221549,"abstract",0.37109
"feminine","feminine",0.966360454288222,0.033639545711778,"abstract",0.83492
"ays","ays",0.966579232625801,0.0334207673741987,"abstract",0.17253
"abhorrence","abhorrence",0.966583179977136,0.0334168200228642,"abstract",0.78023
"turf","turf",0.966592573911567,0.0334074260884334,"abstract",0.2305
"necessities","necessities",0.966749623174844,0.0332503768251556,"abstract",0.7092
"tune","tune",0.966765488218347,0.0332345117816535,"abstract",0.10778
"dismissal","dismissal",0.966823251800307,0.0331767481996927,"abstract",0.39772
"mansions","mansions",0.966901468270251,0.033098531729749,"abstract",0.53431
"poplars","poplars",0.966925903216907,0.0330740967830932,"abstract",0.99108
"mayor","mayor",0.966973097175657,0.0330269028243429,"abstract",0.47502
"thereabouts","thereabouts",0.967013676385847,0.0329863236141531,"abstract",0.96058
"develop","develop",0.967061446582872,0.0329385534171284,"abstract",0.21057
"acknowledge","acknowledge",0.967076532303132,0.0329234676968679,"abstract",0.44489
"expense","expense",0.967094317376102,0.0329056826238983,"abstract",0.55027
"dine","dine",0.967095610350469,0.0329043896495309,"abstract",0.69345
"tigers","tigers",0.967132344168834,0.0328676558311656,"abstract",0.62262
"vers","vers",0.967253963997924,0.0327460360020763,"abstract",0.45557
"glades","glades",0.967328671083321,0.0326713289166793,"abstract",0.42696
"alas","alas",0.967380195708875,0.0326198042911253,"abstract",0.30764
"gloaming","gloaming",0.967381774393923,0.0326182256060767,"abstract",0.19401
"ranks","ranks",0.967389194635512,0.0326108053644882,"abstract",0.2866
"onset","onset",0.967412463458317,0.0325875365416831,"abstract",0.51653
"solidity","solidity",0.967426658583413,0.0325733414165867,"abstract",0.45516
"dinners","dinners",0.96742838748478,0.03257161251522,"abstract",0.30793
"dress","dress",0.967451170403045,0.0325488295969551,"abstract",0.27053
"exclaims","exclaims",0.967456336221768,0.0325436637782316,"abstract",0.03387
"proportions","proportions",0.967459333451024,0.0325406665489762,"abstract",0.37125
"shade","shade",0.967494230097818,0.0325057699021821,"abstract",0.05167
"fret","fret",0.967509661120406,0.0324903388795935,"abstract",0.87243
"squeal","squeal",0.967620784944523,0.0323792150554774,"abstract",0.44411
"law","law",0.967718903849986,0.032281096150014,"abstract",0.25822
"darling","darling",0.967770709478543,0.0322292905214571,"abstract",0.1666
"toil","toil",0.967875101169153,0.0321248988308468,"abstract",0.17422
"clatter","clatter",0.967904664510836,0.0320953354891635,"abstract",0.04967
"sang","sang",0.967923369295608,0.0320766307043923,"abstract",0.35821
"beer","beer",0.968021095455701,0.0319789045442991,"abstract",0.04241
"choir","choir",0.968023746984551,0.0319762530154494,"abstract",0.22529
"grapes","grapes",0.968077804805362,0.0319221951946384,"abstract",0.70401
"convert","convert",0.968097248383701,0.0319027516162987,"abstract",0.59226
"operative","operative",0.968188263047911,0.0318117369520885,"abstract",0.75149
"infant","infant",0.968222212129425,0.0317777878705749,"abstract",0.91698
"fraction","fraction",0.968271084883889,0.0317289151161111,"abstract",0.4629
"brother","brother",0.968313992311759,0.0316860076882406,"abstract",0.29304
"tone","tone",0.968343407692336,0.0316565923076643,"abstract",0.58925
"slipper","slipper",0.968377843063621,0.0316221569363791,"abstract",0.64678
"democracy","democracy",0.968428345764008,0.0315716542359922,"abstract",0.61054
"nobler","nobler",0.968440766617345,0.0315592333826548,"abstract",0.58144
"tile","tile",0.968472985359825,0.0315270146401746,"abstract",0.6081
"sullen","sullen",0.968552176031078,0.0314478239689217,"abstract",0.21113
"brooks","brooks",0.96857985507552,0.0314201449244796,"abstract",0.40132
"shelter","shelter",0.968608790816618,0.0313912091833825,"abstract",0.22248
"dragons","dragons",0.968632992371943,0.031367007628057,"abstract",0.72029
"pause","pause",0.968706465091193,0.0312935349088067,"abstract",0.73124
"eyelashes","eyelashes",0.968739442786656,0.0312605572133436,"abstract",0.85859
"whole","whole",0.968747818340414,0.0312521816595857,"abstract",0.35868
"headache","headache",0.968784894093683,0.0312151059063169,"abstract",0.60216
"guests","guests",0.968787610972971,0.0312123890270296,"abstract",0.10765
"passer","passer",0.968948610823501,0.0310513891764986,"abstract",0.23269
"railroads","railroads",0.968990162524722,0.0310098374752783,"abstract",0.48951
"whirlpool","whirlpool",0.969000649858794,0.0309993501412059,"abstract",0.63115
"chocolate","chocolate",0.969002809234495,0.030997190765505,"abstract",0.92774
"pupils","pupils",0.969030754499106,0.0309692455008945,"abstract",0.70757
"fray","fray",0.969033743306027,0.0309662566939733,"abstract",0.23987
"obedience","obedience",0.969035869551351,0.0309641304486495,"abstract",0.16835
"birthplace","birthplace",0.969040800769129,0.0309591992308709,"abstract",0.34248
"link","link",0.969050584898547,0.0309494151014535,"abstract",0.12452
"negligence","negligence",0.969070111785455,0.0309298882145447,"abstract",0.86319
"discernment","discernment",0.9690746671945,0.0309253328054997,"abstract",0.15236
"retainers","retainers",0.969123418634056,0.0308765813659436,"abstract",0.65606
"tinkle","tinkle",0.969147535527296,0.0308524644727043,"abstract",0.27351
"plainer","plainer",0.969184289879618,0.0308157101203823,"abstract",0.15087
"bi","bi",0.969193127683072,0.0308068723169281,"abstract",0.16037
"hesitate","hesitate",0.969200616643874,0.0307993833561256,"abstract",0.66317
"spiders","spiders",0.969229907095647,0.030770092904353,"abstract",0.48667
"fleece","fleece",0.969253606874028,0.0307463931259722,"abstract",0.61359
"acquaint","acquaint",0.969282653141301,0.0307173468586994,"abstract",0.03643
"pest","pest",0.969298682105043,0.0307013178949574,"abstract",0.49426
"arraignment","arraignment",0.969306686792094,0.0306933132079057,"abstract",0.48899
"confessions","confessions",0.969309934623208,0.0306900653767922,"abstract",0.19156
"cellars","cellars",0.969323097253737,0.0306769027462628,"abstract",0.80758
"wo","wo",0.969346466842552,0.0306535331574484,"abstract",0.28758
"bluster","bluster",0.969358907577429,0.0306410924225706,"abstract",0.08116
"gardeners","gardeners",0.969408790138185,0.0305912098618153,"abstract",0.47034
"quilts","quilts",0.969416058338461,0.0305839416615393,"abstract",0.01486
"satisfaction","satisfaction",0.969442350266974,0.030557649733026,"abstract",0.53643
"blight","blight",0.969490079855837,0.030509920144163,"abstract",0.46713
"aflame","aflame",0.96955775783939,0.0304422421606099,"abstract",0.55121
"pulses","pulses",0.969699497020805,0.0303005029791953,"abstract",0.1399
"everybody","everybody",0.969711100928001,0.0302888990719991,"abstract",0.62457
"sister","sister",0.969802145109261,0.0301978548907386,"abstract",0.05216
"remembrances","remembrances",0.969849900406264,0.0301500995937365,"abstract",0.76845
"survivor","survivor",0.969861763618538,0.0301382363814618,"abstract",0.86802
"turnips","turnips",0.969886788921691,0.0301132110783088,"abstract",0.6478
"dealing","dealing",0.969904645987169,0.030095354012831,"abstract",0.71447
"lightness","lightness",0.969912918959728,0.0300870810402718,"abstract",0.51743
"ho","ho",0.96991545933008,0.0300845406699194,"abstract",0.73504
"dissatisfaction","dissatisfaction",0.969947614377379,0.0300523856226215,"abstract",0.31318
"plaintiff","plaintiff",0.969966708116071,0.0300332918839287,"abstract",0.90919
"edification","edification",0.970006718675818,0.0299932813241821,"abstract",0.05098
"printing","printing",0.970047287738516,0.029952712261484,"abstract",0.90322
"soprano","soprano",0.970090610052621,0.0299093899473792,"abstract",0.9645
"blooms","blooms",0.970092336721887,0.029907663278113,"abstract",0.4806
"vines","vines",0.970121812912511,0.0298781870874887,"abstract",0.17119
"mentor","mentor",0.970139254479273,0.0298607455207267,"abstract",0.17083
"prank","prank",0.970206563361984,0.0297934366380157,"abstract",0.89708
"blasphemy","blasphemy",0.970227868753509,0.0297721312464913,"abstract",0.83293
"dulness","dulness",0.970320131880688,0.0296798681193116,"abstract",0.54559
"fork","fork",0.970334403542221,0.0296655964577795,"abstract",0.66603
"announcement","announcement",0.970335251813355,0.0296647481866454,"abstract",0.82346
"liar","liar",0.970341580889526,0.0296584191104742,"abstract",0.9444
"toys","toys",0.970347551796333,0.0296524482036665,"abstract",0.24975
"calendar","calendar",0.970363332974918,0.0296366670250817,"abstract",0.12733
"cell","cell",0.970372066226491,0.0296279337735093,"abstract",0.51264
"remuneration","remuneration",0.970384588306431,0.0296154116935686,"abstract",0.8951
"employers","employers",0.970417608916597,0.0295823910834026,"abstract",0.09239
"mein","mein",0.970443521813667,0.0295564781863332,"abstract",0.47683
"monuments","monuments",0.970462846381967,0.0295371536180328,"abstract",0.81833
"peas","peas",0.970474162170632,0.0295258378293676,"abstract",0.71471
"organs","organs",0.970479605273433,0.0295203947265671,"abstract",0.10589
"envelopes","envelopes",0.970517753975459,0.0294822460245413,"abstract",0.0679
"murmurs","murmurs",0.970528585124566,0.0294714148754345,"abstract",0.13956
"beeches","beeches",0.970571243848898,0.0294287561511022,"abstract",0.28121
"serving","serving",0.970597265938185,0.0294027340618147,"abstract",0.94086
"fragrance","fragrance",0.970663829580709,0.0293361704192907,"abstract",0.82519
"stiff","stiff",0.970675178918725,0.029324821081275,"abstract",0.81107
"bein","bein",0.970686469635703,0.0293135303642974,"abstract",0.29429
"privation","privation",0.970712216988943,0.0292877830110567,"abstract",0.31086
"exclamations","exclamations",0.970722507502534,0.0292774924974659,"abstract",0.39976
"conceal","conceal",0.970727562133149,0.0292724378668514,"abstract",0.17038
"tatters","tatters",0.970729229586496,0.0292707704135043,"abstract",0.58232
"dump","dump",0.970738956729844,0.0292610432701558,"abstract",0.24555
"oven","oven",0.970779638368032,0.029220361631968,"abstract",0.82325
"uselessness","uselessness",0.970795721527368,0.0292042784726316,"abstract",0.38768
"sombre","sombre",0.970849544707039,0.029150455292961,"abstract",0.70054
"fans","fans",0.970858670582476,0.0291413294175242,"abstract",0.33954
"gloomy","gloomy",0.970861003723837,0.0291389962761629,"abstract",0.46831
"history","history",0.970887621055536,0.0291123789444643,"abstract",0.95226
"good","good",0.971027311101571,0.0289726888984294,"abstract",0.37337
"interposition","interposition",0.971100716803622,0.028899283196378,"abstract",0.24221
"outfit","outfit",0.971122922075687,0.0288770779243125,"abstract",0.42136
"pant","pant",0.971132028655026,0.0288679713449739,"abstract",0.54986
"maid","maid",0.971148848578181,0.0288511514218192,"abstract",0.34348
"resolution","resolution",0.97119705651045,0.0288029434895497,"abstract",0.52684
"contra","contra",0.97120309005265,0.0287969099473499,"abstract",0.00749
"smiles","smiles",0.971235530801122,0.0287644691988778,"abstract",0.60879
"memory","memory",0.971319382517899,0.0286806174821013,"abstract",0.04637
"worlds","worlds",0.971336505856578,0.028663494143422,"abstract",0.88536
"grasshopper","grasshopper",0.971346520946935,0.0286534790530654,"abstract",0.1194
"honor","honor",0.97138409479722,0.0286159052027804,"abstract",0.1445
"warlike","warlike",0.971418627415879,0.028581372584121,"abstract",0.82189
"adjutant","adjutant",0.971447237832164,0.0285527621678356,"abstract",0.84017
"agreement","agreement",0.971449766184123,0.0285502338158766,"abstract",0.51104
"flinty","flinty",0.971467938350338,0.0285320616496621,"abstract",0.36149
"bugles","bugles",0.971471213048076,0.0285287869519241,"abstract",0.88255
"reed","reed",0.971481101055219,0.0285188989447809,"abstract",0.99885
"rigging","rigging",0.971506363161336,0.0284936368386641,"abstract",0.56984
"leisure","leisure",0.971569514562969,0.0284304854370312,"abstract",0.03559
"hours","hours",0.971606595765231,0.0283934042347691,"abstract",0.70433
"imp","imp",0.971616257720546,0.0283837422794534,"abstract",0.7548
"affection","affection",0.971626824349636,0.0283731756503639,"abstract",0.13438
"authority","authority",0.971703317241442,0.0282966827585582,"abstract",0.30993
"cheerless","cheerless",0.971753435364379,0.028246564635621,"abstract",0.1332
"calls","calls",0.971813770723455,0.0281862292765447,"abstract",0.70124
"slime","slime",0.971819919155151,0.0281800808448489,"abstract",0.34789
"crutches","crutches",0.97185228305317,0.0281477169468305,"abstract",0.73655
"learning","learning",0.971858902538381,0.0281410974616187,"abstract",0.93655
"attributes","attributes",0.971867919580516,0.0281320804194838,"abstract",0.33184
"twinge","twinge",0.971883029229275,0.0281169707707247,"abstract",0.98961
"aright","aright",0.971904630402672,0.0280953695973277,"abstract",0.00351
"rhyme","rhyme",0.971948739713751,0.0280512602862488,"abstract",0.56663
"resignation","resignation",0.972128175446104,0.0278718245538962,"abstract",0.09519
"bluntness","bluntness",0.972146226327934,0.0278537736720655,"abstract",0.74175
"guess","guess",0.972199164509956,0.0278008354900436,"abstract",0.00414
"items","items",0.972204598286661,0.027795401713339,"abstract",0.76869
"revenge","revenge",0.972240830907177,0.0277591690928232,"abstract",0.61021
"imprecation","imprecation",0.972245701579262,0.0277542984207381,"abstract",0.24325
"rush","rush",0.972264575980118,0.0277354240198822,"abstract",0.814
"forgotten","forgotten",0.972273568254347,0.0277264317456529,"abstract",0.2988
"domination","domination",0.972282471937991,0.0277175280620084,"abstract",0.59103
"fibre","fibre",0.972343486513998,0.0276565134860021,"abstract",0.59025
"robbers","robbers",0.972355125329548,0.0276448746704519,"abstract",0.97978
"soot","soot",0.972357765007401,0.0276422349925986,"abstract",0.51635
"possibility","possibility",0.972381266345975,0.0276187336540246,"abstract",0.88552
"flimsy","flimsy",0.972484690031918,0.027515309968082,"abstract",0.62331
"stranger","stranger",0.972520379330339,0.0274796206696609,"abstract",0.20212
"fences","fences",0.972526895113769,0.0274731048862311,"abstract",0.32783
"consort","consort",0.972589832859079,0.0274101671409209,"abstract",0.73152
"sterner","sterner",0.972607355699518,0.0273926443004816,"abstract",0.48738
"injustice","injustice",0.972652222649028,0.0273477773509724,"abstract",0.342
"notice","notice",0.972684604086722,0.0273153959132782,"abstract",0.94214
"elements","elements",0.972698681121979,0.0273013188780209,"abstract",0.56065
"womanhood","womanhood",0.972710931377306,0.0272890686226942,"abstract",0.74142
"scourge","scourge",0.972728176702767,0.0272718232972326,"abstract",0.3772
"flannel","flannel",0.97275855947744,0.0272414405225596,"abstract",0.58884
"kegs","kegs",0.972824742887156,0.0271752571128441,"abstract",0.18328
"cooling","cooling",0.972841816025709,0.0271581839742909,"abstract",0.60295
"lounge","lounge",0.972855276202005,0.0271447237979947,"abstract",0.97284
"mingling","mingling",0.972878421953295,0.0271215780467053,"abstract",0.7824
"sight","sight",0.972944790553925,0.0270552094460751,"abstract",0.09905
"monde","monde",0.972948590399343,0.0270514096006573,"abstract",0.73787
"peculiar","peculiar",0.972991636589842,0.0270083634101582,"abstract",0.77297
"perception","perception",0.972992862766664,0.0270071372333363,"abstract",0.29973
"heartedness","heartedness",0.973062670538093,0.0269373294619074,"abstract",0.38968
"mechanics","mechanics",0.973082597103859,0.0269174028961404,"abstract",0.01893
"swell","swell",0.973127149770407,0.0268728502295932,"abstract",0.99978
"embers","embers",0.973131569252294,0.0268684307477062,"abstract",0.99018
"centurion","centurion",0.973137941793844,0.0268620582061559,"abstract",0.09848
"pestilence","pestilence",0.973166194033982,0.0268338059660179,"abstract",0.99036
"counts","counts",0.973190163442709,0.0268098365572914,"abstract",0.66971
"haps","haps",0.973200205879979,0.0267997941200212,"abstract",0.45673
"jig","jig",0.973203144443951,0.0267968555560494,"abstract",0.51926
"shrinking","shrinking",0.973234840017463,0.0267651599825367,"abstract",0.77016
"fails","fails",0.973326308617124,0.0266736913828756,"abstract",0.8336
"forests","forests",0.973329908421215,0.0266700915787845,"abstract",0.85111
"help","help",0.973347563373529,0.0266524366264707,"abstract",0.47348
"assistance","assistance",0.973353794002049,0.0266462059979506,"abstract",0.71183
"neatness","neatness",0.973366630750071,0.026633369249929,"abstract",0.7549
"ardent","ardent",0.97338484029327,0.0266151597067301,"abstract",0.91369
"usher","usher",0.97339481878192,0.0266051812180798,"abstract",0.44482
"besides","besides",0.973477741532296,0.0265222584677038,"abstract",0.27114
"hangers","hangers",0.973559099393354,0.0264409006066455,"abstract",0.23335
"pour","pour",0.973625751949176,0.0263742480508241,"abstract",0.94283
"probity","probity",0.973657973425474,0.026342026574526,"abstract",0.28692
"avenger","avenger",0.973678390726909,0.0263216092730913,"abstract",0.57792
"overthrow","overthrow",0.973679297594015,0.0263207024059849,"abstract",0.7966
"tinct","tinct",0.97370426593914,0.0262957340608601,"abstract",0.57176
"onions","onions",0.973708160772002,0.0262918392279984,"abstract",0.20984
"resembles","resembles",0.973715855466687,0.0262841445333128,"abstract",0.55133
"fisher","fisher",0.973721186158669,0.0262788138413305,"abstract",0.99194
"cathedral","cathedral",0.973759468101241,0.0262405318987588,"abstract",0.59197
"employer","employer",0.973795240918663,0.0262047590813366,"abstract",0.02517
"comedy","comedy",0.973802117806576,0.0261978821934239,"abstract",0.43856
"act","act",0.97382111382413,0.02617888617587,"abstract",0.89575
"cursed","cursed",0.973896880968776,0.026103119031224,"abstract",0.55784
"leather","leather",0.973903924225846,0.0260960757741542,"abstract",0.64162
"sh","sh",0.973907194928009,0.0260928050719912,"abstract",0.3756
"wife","wife",0.97390754693849,0.0260924530615105,"abstract",0.90352
"accounting","accounting",0.973915317669419,0.0260846823305808,"abstract",0.97365
"bronze","bronze",0.973946944771135,0.0260530552288653,"abstract",0.90971
"chateau","chateau",0.974041312761809,0.0259586872381913,"abstract",0.55369
"scriptures","scriptures",0.974046063380665,0.0259539366193347,"abstract",0.72689
"stewards","stewards",0.974046186470542,0.0259538135294579,"abstract",0.63076
"ugliness","ugliness",0.974047313737806,0.0259526862621942,"abstract",0.38818
"clings","clings",0.974058546097268,0.0259414539027318,"abstract",0.93217
"shawls","shawls",0.974130565313018,0.0258694346869818,"abstract",0.56212
"descendants","descendants",0.974136946271826,0.0258630537281744,"abstract",0.0527
"intermission","intermission",0.974148355017152,0.0258516449828477,"abstract",0.20848
"bons","bons",0.974195027816561,0.0258049721834389,"abstract",0.40829
"zephyr","zephyr",0.974200607469365,0.0257993925306354,"abstract",0.90869
"fiction","fiction",0.974238855029357,0.0257611449706428,"abstract",0.92471
"doubting","doubting",0.974240760252602,0.0257592397473982,"abstract",0.40978
"yards","yards",0.974260297170583,0.0257397028294175,"abstract",0.0556
"scale","scale",0.974282906904802,0.0257170930951978,"abstract",0.60615
"lotus","lotus",0.974324842175779,0.0256751578242209,"abstract",0.74418
"dullness","dullness",0.974352007145163,0.0256479928548373,"abstract",0.60948
"refreshment","refreshment",0.974372073032878,0.0256279269671221,"abstract",0.90804
"miser","miser",0.974401990559474,0.0255980094405256,"abstract",0.598
"ruin","ruin",0.974405521334817,0.0255944786651829,"abstract",0.33919
"gayer","gayer",0.974408614720532,0.0255913852794686,"abstract",0.62882
"laboratory","laboratory",0.974430399862934,0.0255696001370661,"abstract",0.34845
"navy","navy",0.974442152314808,0.0255578476851921,"abstract",0.32231
"graver","graver",0.974469665656712,0.025530334343288,"abstract",0.07962
"lynx","lynx",0.974493559007846,0.0255064409921539,"abstract",0.56106
"coroner","coroner",0.974563411636572,0.0254365883634277,"abstract",0.58335
"leagues","leagues",0.974568425774356,0.0254315742256441,"abstract",0.52965
"downfall","downfall",0.974580434029721,0.0254195659702791,"abstract",0.60593
"caravan","caravan",0.974582760125523,0.0254172398744767,"abstract",0.52741
"van","van",0.97458942552932,0.0254105744706797,"abstract",0.0788
"chopping","chopping",0.97461375339427,0.0253862466057298,"abstract",0.99398
"scrapes","scrapes",0.974619673257745,0.0253803267422548,"abstract",0.69613
"chasms","chasms",0.974670126686983,0.0253298733130168,"abstract",0.18696
"peninsula","peninsula",0.974693785657254,0.025306214342746,"abstract",0.57608
"latitude","latitude",0.974701247507702,0.0252987524922976,"abstract",0.32647
"foresail","foresail",0.974704133695072,0.0252958663049277,"abstract",0.53116
"bon","bon",0.974727812183247,0.0252721878167532,"abstract",0.29581
"tellers","tellers",0.974765148018479,0.0252348519815214,"abstract",0.30145
"melon","melon",0.974766856518531,0.0252331434814689,"abstract",0.6677
"alderman","alderman",0.974851542572244,0.0251484574277556,"abstract",0.37331
"hitch","hitch",0.974886072893154,0.025113927106846,"abstract",0.89
"chanting","chanting",0.974956701588834,0.0250432984111665,"abstract",0.46262
"dictator","dictator",0.974973531434648,0.0250264685653521,"abstract",0.6969
"defender","defender",0.974978764123613,0.0250212358763874,"abstract",0.6578
"adversaries","adversaries",0.974987219727742,0.0250127802722583,"abstract",0.09079
"charter","charter",0.975031851552815,0.0249681484471851,"abstract",0.52172
"outlet","outlet",0.975071772706415,0.0249282272935854,"abstract",0.39483
"resting","resting",0.9750827415308,0.0249172584691996,"abstract",0.69597
"deliberation","deliberation",0.975115389466852,0.0248846105331483,"abstract",0.83222
"ornament","ornament",0.97511802235422,0.0248819776457801,"abstract",0.50812
"cleaner","cleaner",0.97513176934172,0.0248682306582797,"abstract",0.22525
"syllable","syllable",0.975174071283567,0.0248259287164326,"abstract",0.36335
"musicians","musicians",0.975202170301109,0.0247978296988916,"abstract",0.56759
"doorway","doorway",0.975243234981504,0.0247567650184957,"abstract",0.98965
"ebb","ebb",0.975273546585236,0.0247264534147636,"abstract",0.05041
"action","action",0.975289207353843,0.0247107926461566,"abstract",0.51036
"dale","dale",0.975320489500712,0.0246795104992876,"abstract",0.97687
"inflammation","inflammation",0.975362323430324,0.0246376765696762,"abstract",0.26764
"likelihood","likelihood",0.975364633709485,0.0246353662905148,"abstract",0.82512
"tern","tern",0.975368110617802,0.0246318893821979,"abstract",0.63754
"careers","careers",0.975403508413183,0.0245964915868165,"abstract",0.62139
"composition","composition",0.975466051285102,0.0245339487148977,"abstract",0.43927
"resurrection","resurrection",0.975505110642896,0.0244948893571038,"abstract",0.51145
"regulars","regulars",0.975580433735258,0.0244195662647423,"abstract",0.74796
"cripple","cripple",0.975590317113796,0.0244096828862037,"abstract",0.90773
"elephants","elephants",0.975630648446087,0.0243693515539132,"abstract",0.15929
"bevy","bevy",0.975636049870954,0.0243639501290465,"abstract",0.1988
"teaching","teaching",0.975638761983796,0.0243612380162044,"abstract",0.02759
"hook","hook",0.9756563356461,0.0243436643539001,"abstract",0.22723
"sharer","sharer",0.975663241028923,0.0243367589710772,"abstract",0.83909
"tenderness","tenderness",0.975721842094412,0.0242781579055876,"abstract",0.01647
"barber","barber",0.975723077225772,0.0242769227742277,"abstract",0.21851
"calmer","calmer",0.975750031910003,0.024249968089997,"abstract",0.62845
"constitutions","constitutions",0.975773061956501,0.0242269380434988,"abstract",0.04837
"victory","victory",0.97578227965717,0.0242177203428302,"abstract",0.31383
"biscuits","biscuits",0.975792814011094,0.0242071859889065,"abstract",0.1122
"scum","scum",0.975803271545221,0.0241967284547791,"abstract",0.36725
"loveliness","loveliness",0.97583634588311,0.0241636541168904,"abstract",0.73397
"refugees","refugees",0.975888290256836,0.0241117097431641,"abstract",0.89329
"chivalry","chivalry",0.975894871063511,0.0241051289364895,"abstract",0.98869
"deafening","deafening",0.975899080183785,0.0241009198162155,"abstract",0.39791
"sot","sot",0.975911679363115,0.0240883206368848,"abstract",0.58659
"beach","beach",0.975930141556851,0.0240698584431495,"abstract",0.44571
"concerns","concerns",0.975998778653166,0.0240012213468335,"abstract",0.09903
"queer","queer",0.976010232646536,0.0239897673534638,"abstract",0.85991
"tra","tra",0.976039922418462,0.0239600775815384,"abstract",0.14717
"nursery","nursery",0.976041128733639,0.0239588712663606,"abstract",0.74222
"squalls","squalls",0.976042284861374,0.0239577151386256,"abstract",0.367
"admirer","admirer",0.976057464271767,0.0239425357282329,"abstract",0.36944
"whine","whine",0.976083653203546,0.0239163467964541,"abstract",0.05528
"personage","personage",0.976109215980446,0.0238907840195544,"abstract",0.59733
"impatience","impatience",0.976148754098083,0.0238512459019171,"abstract",0.17921
"calculations","calculations",0.976181951544584,0.0238180484554155,"abstract",0.79661
"hermit","hermit",0.976240446065939,0.0237595539340608,"abstract",0.96019
"polish","polish",0.976247524796419,0.0237524752035816,"abstract",0.7049
"perforce","perforce",0.97626372741014,0.0237362725898604,"abstract",0.31553
"pilot","pilot",0.976290449324563,0.0237095506754368,"abstract",0.86756
"servitor","servitor",0.976312122790644,0.0236878772093558,"abstract",0.41773
"stifling","stifling",0.976317047120263,0.0236829528797375,"abstract",0.79964
"pursuers","pursuers",0.976320931799491,0.0236790682005092,"abstract",0.36588
"molasses","molasses",0.976345440800575,0.0236545591994249,"abstract",0.1909
"treason","treason",0.976364499991519,0.0236355000084814,"abstract",0.69796
"reproach","reproach",0.976389331156418,0.023610668843582,"abstract",0.48785
"droll","droll",0.976421780903142,0.0235782190968578,"abstract",0.30241
"billiards","billiards",0.976546341560512,0.0234536584394883,"abstract",0.47773
"shift","shift",0.976576181312712,0.0234238186872883,"abstract",0.44084
"jaunt","jaunt",0.976582700107368,0.0234172998926323,"abstract",0.05464
"striking","striking",0.976584869332975,0.0234151306670248,"abstract",0.60758
"planting","planting",0.976600120029189,0.0233998799708109,"abstract",0.92018
