"","Term","ProbAbstract","ProbConcrete","Classification","Jitter"
"lizard","lizard",0.976601302886339,0.0233986971136606,"abstract",0.3735
"ability","ability",0.976613898105603,0.0233861018943968,"abstract",0.96037
"honour","honour",0.976729406373517,0.0232705936264828,"abstract",0.18246
"requiem","requiem",0.976755844115818,0.0232441558841816,"abstract",0.95153
"assassination","assassination",0.976765717951167,0.0232342820488333,"abstract",0.48777
"pilgrimage","pilgrimage",0.976808079702833,0.0231919202971668,"abstract",0.17238
"housekeeper","housekeeper",0.976852648388124,0.0231473516118757,"abstract",0.4998
"calumny","calumny",0.976866620900147,0.0231333790998533,"abstract",0.76245
"recovery","recovery",0.976868452568977,0.0231315474310235,"abstract",0.56883
"stomachs","stomachs",0.976889343771843,0.0231106562281566,"abstract",0.28994
"bile","bile",0.976926416495376,0.0230735835046236,"abstract",0.24397
"gambols","gambols",0.976947024826651,0.0230529751733491,"abstract",0.5306
"adoration","adoration",0.97696028470554,0.0230397152944606,"abstract",0.65113
"children","children",0.976969968236527,0.0230300317634728,"abstract",0.00194
"phasis","phasis",0.977015089187768,0.0229849108122321,"abstract",0.02737
"viper","viper",0.977062523747315,0.0229374762526851,"abstract",0.822
"madness","madness",0.97706641645088,0.02293358354912,"abstract",0.64497
"playthings","playthings",0.977158720945684,0.0228412790543159,"abstract",0.46265
"uniform","uniform",0.977175391257704,0.0228246087422957,"abstract",0.0044
"collection","collection",0.977231478769256,0.022768521230744,"abstract",0.50569
"earthquake","earthquake",0.977251123910716,0.0227488760892838,"abstract",0.81787
"lunacy","lunacy",0.977267623695102,0.0227323763048982,"abstract",0.51507
"cigars","cigars",0.977279619875561,0.022720380124439,"abstract",0.28492
"uprightness","uprightness",0.977283631169641,0.0227163688303593,"abstract",0.61591
"wanton","wanton",0.977318083990425,0.0226819160095753,"abstract",0.7187
"labels","labels",0.977353535926066,0.0226464640739337,"abstract",0.97382
"timidity","timidity",0.977373224530059,0.0226267754699406,"abstract",0.95457
"visiter","visiter",0.977402159237637,0.0225978407623632,"abstract",0.44212
"oranges","oranges",0.977416645956596,0.0225833540434036,"abstract",0.53965
"rhymes","rhymes",0.977458375883375,0.0225416241166246,"abstract",0.63838
"stables","stables",0.977459078684025,0.022540921315975,"abstract",0.01279
"esteem","esteem",0.977465658068106,0.0225343419318943,"abstract",0.33824
"tailors","tailors",0.977575793884396,0.0224242061156043,"abstract",0.11762
"crossing","crossing",0.977588350853722,0.0224116491462781,"abstract",0.66585
"coarser","coarser",0.977600323574004,0.0223996764259959,"abstract",0.25244
"transgressions","transgressions",0.977602543370625,0.0223974566293755,"abstract",0.48693
"tragedy","tragedy",0.977615482325551,0.0223845176744495,"abstract",0.91522
"doze","doze",0.977639151862489,0.0223608481375114,"abstract",0.73129
"signing","signing",0.97773275105333,0.0222672489466697,"abstract",0.21208
"duplicate","duplicate",0.977778193000829,0.0222218069991708,"abstract",0.67852
"buzzing","buzzing",0.97782109541595,0.02217890458405,"abstract",0.08519
"wharves","wharves",0.977843496654502,0.0221565033454979,"abstract",0.25111
"stallion","stallion",0.977843627285012,0.0221563727149882,"abstract",0.13241
"ravine","ravine",0.97785127908542,0.0221487209145803,"abstract",0.2339
"teacher","teacher",0.977860505793363,0.0221394942066368,"abstract",0.32768
"investment","investment",0.977875595051026,0.0221244049489744,"abstract",0.5791
"eyesight","eyesight",0.977905847939669,0.0220941520603307,"abstract",0.5506
"amounts","amounts",0.977917347006281,0.0220826529937191,"abstract",0.41651
"giggling","giggling",0.977949177510401,0.0220508224895986,"abstract",0.32464
"rotunda","rotunda",0.977952574396112,0.0220474256038882,"abstract",0.98566
"perceptions","perceptions",0.977966320000616,0.0220336799993836,"abstract",0.39609
"workman","workman",0.97797667211721,0.0220233278827898,"abstract",0.53094
"exaltation","exaltation",0.97800566700196,0.0219943329980405,"abstract",0.55797
"medley","medley",0.97800841775314,0.0219915822468603,"abstract",0.91721
"tottering","tottering",0.978020648298484,0.0219793517015161,"abstract",0.3564
"intentions","intentions",0.978071957714366,0.0219280422856345,"abstract",0.20353
"rack","rack",0.978122175703822,0.0218778242961778,"abstract",0.92678
"fluttering","fluttering",0.978143260294134,0.0218567397058664,"abstract",0.16495
"dere","dere",0.978157482734617,0.0218425172653831,"abstract",0.70334
"tiller","tiller",0.978164763456592,0.0218352365434077,"abstract",0.06366
"guillotine","guillotine",0.97816932207273,0.0218306779272699,"abstract",0.23857
"nod","nod",0.978230774428265,0.0217692255717345,"abstract",0.09393
"poll","poll",0.978234368102501,0.0217656318974988,"abstract",0.61156
"negress","negress",0.978252743788207,0.021747256211793,"abstract",0.79067
"familiarity","familiarity",0.978265390718163,0.021734609281837,"abstract",0.44702
"pained","pained",0.978276051036193,0.0217239489638066,"abstract",0.34596
"server","server",0.97830769900171,0.0216923009982902,"abstract",0.24085
"hostilities","hostilities",0.978329335639749,0.0216706643602511,"abstract",0.19597
"feature","feature",0.978354480880115,0.021645519119885,"abstract",0.52097
"firma","firma",0.978361529751397,0.0216384702486035,"abstract",0.86425
"quills","quills",0.978388072051061,0.0216119279489393,"abstract",0.05946
"wreck","wreck",0.978393133964512,0.0216068660354879,"abstract",0.19079
"powders","powders",0.978412754500884,0.0215872454991159,"abstract",0.64133
"mould","mould",0.97842271931348,0.0215772806865195,"abstract",0.00225
"estates","estates",0.978455399879402,0.0215446001205975,"abstract",0.5313
"buxom","buxom",0.978483134265623,0.0215168657343766,"abstract",0.17031
"jour","jour",0.978486371105542,0.0215136288944578,"abstract",0.96819
"royalty","royalty",0.978496483552218,0.0215035164477819,"abstract",0.1135
"melody","melody",0.978521025990023,0.0214789740099771,"abstract",0.33427
"treachery","treachery",0.978531274898396,0.0214687251016039,"abstract",0.34215
"marquis","marquis",0.978539634887931,0.0214603651120686,"abstract",0.76125
"ramparts","ramparts",0.978556699565424,0.021443300434576,"abstract",0.77364
"mosaic","mosaic",0.978659662071396,0.0213403379286044,"abstract",0.9745
"elf","elf",0.978718843258316,0.0212811567416837,"abstract",0.66695
"mound","mound",0.978742058177372,0.0212579418226279,"abstract",0.9826
"afraid","afraid",0.978760152120839,0.0212398478791613,"abstract",0.97969
"balsam","balsam",0.97877903181795,0.0212209681820501,"abstract",0.79575
"gowns","gowns",0.978788346342919,0.0212116536570806,"abstract",0.32297
"whistling","whistling",0.978813454396852,0.0211865456031479,"abstract",0.3028
"member","member",0.978850806801721,0.0211491931982792,"abstract",0.62948
"reeds","reeds",0.978869334148108,0.021130665851892,"abstract",0.50469
"politician","politician",0.978890203103666,0.0211097968963341,"abstract",0.55714
"explosion","explosion",0.978917401425658,0.0210825985743418,"abstract",0.06918
"stationary","stationary",0.978988631736154,0.021011368263846,"abstract",0.51811
"regular","regular",0.979022104431468,0.0209778955685325,"abstract",0.99586
"carpets","carpets",0.979131301058594,0.0208686989414058,"abstract",0.76273
"destroyer","destroyer",0.979168397513685,0.0208316024863147,"abstract",0.84984
"falsehood","falsehood",0.979189764713745,0.0208102352862548,"abstract",0.75663
"visiting","visiting",0.979193804302581,0.0208061956974185,"abstract",0.13692
"tavern","tavern",0.979236401357681,0.0207635986423194,"abstract",0.36762
"mons","mons",0.979237570360872,0.0207624296391277,"abstract",0.14512
"satins","satins",0.979247272252183,0.0207527277478172,"abstract",0.51787
"plan","plan",0.979338576059085,0.0206614239409148,"abstract",0.33308
"shrinks","shrinks",0.979360566544719,0.0206394334552811,"abstract",0.28392
"lively","lively",0.979423587344423,0.0205764126555766,"abstract",0.57468
"editions","editions",0.979433228411951,0.0205667715880491,"abstract",0.16097
"candor","candor",0.97944577705723,0.0205542229427701,"abstract",0.89064
"romances","romances",0.979448622455475,0.0205513775445247,"abstract",0.10055
"accommodation","accommodation",0.979448630032308,0.020551369967692,"abstract",0.45974
"reprimand","reprimand",0.979451184344955,0.0205488156550451,"abstract",0.73468
"narrative","narrative",0.979457186138782,0.0205428138612178,"abstract",0.16286
"passers","passers",0.979500771823085,0.0204992281769145,"abstract",0.55462
"etiquette","etiquette",0.979506814530407,0.0204931854695931,"abstract",0.69591
"apiece","apiece",0.979514401579688,0.0204855984203116,"abstract",0.24155
"alleys","alleys",0.979521554597325,0.0204784454026747,"abstract",0.84057
"pleasantries","pleasantries",0.979535243949384,0.0204647560506163,"abstract",0.6225
"sting","sting",0.979542619641972,0.020457380358028,"abstract",0.5286
"accounts","accounts",0.979550237730703,0.0204497622692967,"abstract",0.30445
"tutor","tutor",0.979576114789164,0.0204238852108365,"abstract",0.36585
"attention","attention",0.979612566594555,0.0203874334054453,"abstract",0.96669
"jump","jump",0.979646143407195,0.0203538565928048,"abstract",0.13854
"hovel","hovel",0.979665399909914,0.0203346000900863,"abstract",0.98238
"opiate","opiate",0.979682552520406,0.0203174474795941,"abstract",0.3048
"thankfulness","thankfulness",0.979730904234908,0.0202690957650915,"abstract",0.21358
"hatchway","hatchway",0.979774056937172,0.0202259430628277,"abstract",0.64205
"whereas","whereas",0.979784735573253,0.020215264426747,"abstract",0.14843
"passen","passen",0.979891991575084,0.0201080084249164,"abstract",0.48449
"estimates","estimates",0.979896982510269,0.0201030174897311,"abstract",0.98339
"budding","budding",0.979900814728414,0.0200991852715858,"abstract",0.80185
"prop","prop",0.979934026850151,0.0200659731498492,"abstract",0.98232
"thrill","thrill",0.979963125829217,0.020036874170783,"abstract",0.11776
"nevertheless","nevertheless",0.98005756543177,0.0199424345682301,"abstract",0.12521
"enmity","enmity",0.980071759993777,0.0199282400062232,"abstract",0.06734
"unworthy","unworthy",0.980080639102195,0.0199193608978047,"abstract",0.54345
"fairest","fairest",0.980084566076453,0.0199154339235475,"abstract",0.39912
"machinations","machinations",0.98010506925198,0.0198949307480203,"abstract",0.24077
"crowns","crowns",0.980115617458172,0.0198843825418283,"abstract",0.17027
"sands","sands",0.980118508433348,0.0198814915666514,"abstract",0.63989
"divisions","divisions",0.980120137379225,0.019879862620775,"abstract",0.72815
"planning","planning",0.980131960461449,0.0198680395385511,"abstract",0.49019
"schoolroom","schoolroom",0.980140344680704,0.0198596553192963,"abstract",0.5016
"groove","groove",0.980181104584222,0.019818895415778,"abstract",0.98254
"chart","chart",0.980241332326564,0.0197586676734357,"abstract",0.82831
"stirring","stirring",0.980257382609935,0.0197426173900647,"abstract",0.28936
"gardening","gardening",0.980268764711902,0.0197312352880975,"abstract",0.49847
"bridles","bridles",0.980295988300532,0.0197040116994679,"abstract",0.82452
"distrust","distrust",0.98037155479638,0.0196284452036205,"abstract",0.58149
"advice","advice",0.980385590263895,0.0196144097361049,"abstract",0.47438
"boatmen","boatmen",0.980445875771307,0.0195541242286934,"abstract",0.15722
"pulsation","pulsation",0.980462064000993,0.0195379359990067,"abstract",0.92752
"batteries","batteries",0.98050568931582,0.0194943106841799,"abstract",0.60393
"purposes","purposes",0.98053060274555,0.0194693972544499,"abstract",0.82014
"nun","nun",0.980539832275076,0.0194601677249242,"abstract",0.40965
"eloquence","eloquence",0.980543134781399,0.0194568652186007,"abstract",0.04852
"narration","narration",0.98054494632999,0.0194550536700104,"abstract",0.60693
"cranks","cranks",0.980565379261878,0.0194346207381215,"abstract",0.65459
"stronger","stronger",0.980570257632306,0.0194297423676937,"abstract",0.47552
"yell","yell",0.980573354489656,0.0194266455103443,"abstract",0.97139
"spinster","spinster",0.980594056809991,0.0194059431900089,"abstract",0.27176
"courtier","courtier",0.980649779094042,0.0193502209059581,"abstract",0.90966
"continent","continent",0.980676842308149,0.019323157691851,"abstract",0.9764
"barefoot","barefoot",0.980711905024886,0.0192880949751138,"abstract",0.60459
"meed","meed",0.98081085825406,0.0191891417459398,"abstract",0.17416
"invocation","invocation",0.980845462275863,0.0191545377241373,"abstract",0.90307
"endearment","endearment",0.980861206158499,0.0191387938415005,"abstract",0.45123
"seams","seams",0.9808612566284,0.0191387433716006,"abstract",0.66829
"ratio","ratio",0.980882090699046,0.0191179093009538,"abstract",0.94878
"profound","profound",0.980882753751823,0.0191172462481772,"abstract",0.56242
"wildness","wildness",0.980893195920043,0.0191068040799572,"abstract",0.80474
"rescue","rescue",0.98092876994684,0.0190712300531602,"abstract",0.7193
"intonation","intonation",0.980944352218767,0.0190556477812334,"abstract",0.5998
"asses","asses",0.980951826887054,0.0190481731129457,"abstract",0.63938
"equipages","equipages",0.980967828821156,0.0190321711788443,"abstract",0.89606
"grimaces","grimaces",0.980970257108797,0.0190297428912032,"abstract",0.59309
"agency","agency",0.980994050791531,0.0190059492084691,"abstract",0.97127
"jargon","jargon",0.981006338788142,0.0189936612118576,"abstract",0.67908
"inferiority","inferiority",0.981022155644686,0.0189778443553143,"abstract",0.59828
"drab","drab",0.981034132439748,0.0189658675602515,"abstract",0.46287
"baffling","baffling",0.981041122583328,0.0189588774166722,"abstract",0.53001
"dilemma","dilemma",0.981053602837027,0.018946397162973,"abstract",0.82999
"mad","mad",0.981060149960038,0.0189398500399623,"abstract",0.73449
"seeker","seeker",0.981103973399231,0.0188960266007693,"abstract",0.9355
"careworn","careworn",0.981125405936438,0.0188745940635625,"abstract",0.79988
"wonderment","wonderment",0.981167738285712,0.0188322617142879,"abstract",0.79939
"semblance","semblance",0.981182164678922,0.0188178353210776,"abstract",0.84192
"insurgents","insurgents",0.98120541423307,0.0187945857669299,"abstract",0.59236
"bruises","bruises",0.981241310589005,0.0187586894109947,"abstract",0.5078
"mariner","mariner",0.981273556832797,0.0187264431672033,"abstract",0.78486
"comeliness","comeliness",0.981298512651328,0.0187014873486723,"abstract",0.48519
"stitches","stitches",0.981307806615724,0.0186921933842759,"abstract",0.08742
"brat","brat",0.981313469541389,0.0186865304586113,"abstract",0.83961
"reef","reef",0.981325636469707,0.0186743635302927,"abstract",0.37498
"thud","thud",0.981342118273722,0.018657881726278,"abstract",0.79903
"coolness","coolness",0.981398311295148,0.0186016887048522,"abstract",0.80446
"perse","perse",0.981417216361267,0.0185827836387334,"abstract",0.74009
"pavements","pavements",0.981446223811418,0.0185537761885817,"abstract",0.65802
"lunch","lunch",0.981455775157722,0.018544224842278,"abstract",0.03067
"question","question",0.981496414287066,0.0185035857129337,"abstract",0.81299
"bother","bother",0.981507088365093,0.0184929116349074,"abstract",0.04029
"asks","asks",0.981554786366823,0.0184452136331772,"abstract",0.27957
"abasement","abasement",0.981567613920937,0.0184323860790631,"abstract",0.7856
